2024-03-17 20:02:31 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: ActuatorHttpExchangesConfiguration$$SpringCGLIB$$0.httpTraceRepository() with arguments: []
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: CredentialsServiceImpl.addCredentials() with arguments: [{"id":null,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: $Proxy140.save() with arguments: [{"id":null,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: $Proxy140.save() with response: {"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: CredentialsServiceImpl.addCredentials() with response: {"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: CredentialsController.addCredentials() with response: {"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: DepartmentController.addDepartment() with arguments: [{"id":null,"name":"Cleaning","description":"Cleaning Staff Department"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: DepartmentServiceImpl.addDepartment() with arguments: [{"id":null,"name":"Cleaning","description":"Cleaning Staff Department"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: $Proxy141.save() with arguments: [{"id":null,"name":"Cleaning","description":"Cleaning Staff Department"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: $Proxy141.save() with response: {"id":1,"name":"Cleaning","description":"Cleaning Staff Department"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: DepartmentServiceImpl.addDepartment() with response: {"id":1,"name":"Cleaning","description":"Cleaning Staff Department"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: DepartmentController.addDepartment() with response: {"id":1,"name":"Cleaning","description":"Cleaning Staff Department"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: ExperienceController.addExperience() with arguments: [{"id":null,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: ExperienceServiceImpl.addExperience() with arguments: [{"id":null,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: $Proxy143.save() with arguments: [{"id":null,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: $Proxy143.save() with response: {"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: ExperienceServiceImpl.addExperience() with response: {"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: ExperienceController.addExperience() with response: {"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: NextOfKinController.addNextOfKin() with arguments: [{"id":null,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":null,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: NextOfKinServiceImpl.addNextOfKin() with arguments: [{"id":null,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":null,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: $Proxy144.save() with arguments: [{"id":null,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":null,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: $Proxy144.save() with response: {"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: NextOfKinServiceImpl.addNextOfKin() with response: {"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: NextOfKinController.addNextOfKin() with response: {"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: PositionController.addPosition() with arguments: [{"id":null,"name":"Staff","description":"Staff Position"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: PositionServiceImpl.addPosition() with arguments: [{"id":null,"name":"Staff","description":"Staff Position"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: $Proxy145.save() with arguments: [{"id":null,"name":"Staff","description":"Staff Position"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: $Proxy145.save() with response: {"id":1,"name":"Staff","description":"Staff Position"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: PositionServiceImpl.addPosition() with response: {"id":1,"name":"Staff","description":"Staff Position"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: PositionController.addPosition() with response: {"id":1,"name":"Staff","description":"Staff Position"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: EmployeeController.addEmployee() with arguments: [{"id":null,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: EmployeeServiceImpl.addEmployee() with arguments: [{"id":null,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: $Proxy142.save() with arguments: [{"id":null,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: $Proxy142.save() with response: {"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: EmployeeServiceImpl.addEmployee() with response: {"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: EmployeeController.addEmployee() with response: {"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: ReportingStructureController.addReportingStructure() with arguments: [{"id":null,"supervisor":{"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"},"employee":{"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: ReportingStructureServiceImpl.addReportingStructure() with arguments: [{"id":null,"supervisor":{"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"},"employee":{"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Request: $Proxy146.save() with arguments: [{"id":null,"supervisor":{"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"},"employee":{"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}}]
2024-03-17 20:02:38 [restartedMain] INFO  u.e.aspect.LoggingAspect - Empl_Appln:: Response: $Proxy146.save() with response: {"id":1,"supervisor":{"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"},"employee":{"id":1,"name":"John Tan","email":"john@email.com","phoneNumber":"1234567890","dateJoined":1710676958493,"dateLeft":null,"dateOfBirth":1710676958493,"nationalType":"NRIC","nationalId":"S1234567A","race":"CHINESE","citizenship":"SINGAPOREAN","religion":"BUDDHISM","gender":"MALE","maritalStatus":"SINGLE","address":{"id":1,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Singapore"},"nextOfKin":{"id":1,"name":"Mary Lim","relationship":"Wife","phoneNumber":"1234567890","email":"mary@email.com","address":{"id":2,"street":"Blk 123, #20-12 Clementi Ave 1","city":"Clementi","state":"Singapore","postalCode":"12345","country":"Country"}},"credentials":{"id":1,"type":"O-Levels","issuer":"MOE","issueDate":1710676958404,"expiryDate":1710676958404},"experience":{"id":1,"companyName":"Competitor Cleaners","jobTitle":"Cleaner","startDate":1710676958440,"endDate":1710676958440},"department":{"id":1,"name":"Cleaning","description":"Cleaning Staff Department"},"position":{"id":1,"name":"Staff","description":"Staff Position"},"salaryGrade":"A"}}
